302445.9501993106  4123685.8188722394  -26.2789549433
302449.1284029753  4123691.872480704  -27.4122568385
302451.8797050029  4123696.7593053915  -30.8369059906
302456.61697458033  4123704.941151306  -29.2628304983
302463.673955083  4123718.153209887  -25.9585467939
302470.6982826054  4123730.355743184  -29.6919054297
302475.8261344329  4123739.2944574114  -28.5499946114
302482.6289094221  4123751.8907885435  -24.0293665474
302488.5259850747  4123763.7201801916  -29.1151145404
302492.862650185  4123770.7235356695  -30.8364372915
302497.08581795124  4123778.562226921  -27.6803249776
302512.44074885384  4123784.551403316  -113.598615803
302525.0354676599  4123777.3495419966  -110.764592525
302536.1776500464  4123771.0367380697  -112.474829007
302548.22159937164  4123764.1920380103  -110.672281379
302558.9413818652  4123758.411004729  -112.80701769
302568.98460217234  4123752.9234531983  -116.331421139
302572.4032296278  4123751.088904246  -109.979437368
302578.68759144295  4123748.0656380258  -112.213310855
302584.66980870406  4123745.782225995  -100.534477743
302591.15404995286  4123744.0865293653  -95.5906293937
302596.95728057635  4123743.250617922  -88.9597725312
302601.4712823748  4123743.0778518165  -83.6306193153
302605.2481713618  4123743.2665890832  -82.5334276103
302609.3885285297  4123743.8131525903  -78.3272582016
302613.06156847277  4123744.4928307985  -73.0119885094
302617.6820253338  4123745.8274650383  -72.6695685064
302622.056166896  4123747.6341845784  -62.9982266009
302626.60251575476  4123749.969761194  -61.6412701602
302630.7911336935  4123752.5691011883  -55.0035009718
302634.80675438466  4123755.7387212017  -53.4671478827
302639.7643025574  4123760.8401779896  -41.2959322885
302643.350690352  4123765.3854601975  -38.1529759595
302646.2028367572  4123769.281876447  -32.2951922096
302651.2908102549  4123779.1764086313  -24.1679510181
302648.8185796536  4123774.072024858  -25.6867036112
302652.9213036208  4123783.212570151  -17.1352579934
302654.8291420276  4123790.3619202254  -11.1027029696
302655.95995695936  4123795.7976004975  -9.26273028236
302657.0850259637  4123802.1215892723  -10.722634854
302658.3050798109  4123806.4449551306  -16.9082619416
302660.7185762067  4123813.95989189  -16.9082352819
302663.837845964  4123824.688967251  -11.8003477846
302660.21567624446  4123833.722469122  9.71144781138
302659.86990200565  4123844.3109632134  1.60598370256
302659.7678349854  4123853.9389416208  -1.34677796939
302659.72003173607  4123865.497421569  0.62268462131
302659.7132055508  4123874.645768016  2.58750113968
302659.54718862934  4123890.614588238  -1.8446963329
302659.66194940597  4123900.781475988  -0.361778478592
302659.4320327401  4123911.7669257177  -0.351081457274
302659.46956610965  4123921.2917037155  2.63008436114
302659.2467006928  4123931.4443254587  -2.84021031238
302659.49399943626  4123944.9831571565  -9.26263105247
302659.42822015507  4123952.378748195  1.67067126093
302659.0506405062  4123960.858580459  0.644005594999
302658.87918454944  4123970.1773316  2.13423594831
302658.6078127473  4123975.2463011146  0.64399281787
302658.76512987784  4123980.0498418305  -1.83938222965
302658.6698871141  4123982.416843225  6.16058850314
302658.36276842246  4123988.2304987125  -1.84474152367
302659.5042630603  4123993.7436435358  -23.3676347921
302662.449489739  4123995.184293459  -87.4030083092
302665.101716037  4123993.97841446  -136.809182876
302666.3293411908  4123991.451564424  -159.100172229
302667.4933150044  4123986.217281846  -172.176312501
302668.2098110758  4123982.336882188  -161.164231252
302669.55877336784  4123978.1751614143  -166.424400368
302669.7041214794  4123974.541335176  -178.885506485
302669.89878411347  4123970.7398170717  -174.831054166
302670.08014117385  4123966.7498749546  -175.886353039
302670.02354466834  4123962.077192648  173.000238236
302670.21691138763  4123956.7102994104  169.19679709
302670.3899658929  4123943.6833878583  178.653254783
302670.563433441  4123952.194672575  -177.426503931
302670.2991996332  4123937.1796513544  179.551375014
302670.1925270894  4123928.866635533  -178.295772915
302669.94786410953  4123913.9288699073  178.653264827
302669.22085202544  4123882.6267479183  -177.281732448
302669.41305479757  4123899.863894766  -179.31167901
302669.3826889108  4123871.010076865  -177.788447086
302669.52495012776  4123860.826045742  -177.748561225
302669.5740990382  4123844.7933622096  -178.261494225
302669.50972580275  4123832.6157994354  -176.15546083
302669.40236602555  4123810.3029702883  174.570191096
302669.5558735621  4123797.198806443  -178.329136362
302669.805391046  4123785.913140946  178.653320022
302669.43995227467  4123768.857704427  -179.585357182
302669.6250314346  4123756.718687677  175.232448199
302669.5825452078  4123750.3803505804  177.920433316
302669.31803917594  4123740.26139481  173.576790356
302667.81597963045  4123728.0954269837  168.869203277
302667.13682420726  4123723.3707686183  172.137430439
302665.36205057794  4123717.350708867  171.140553534
302664.0373623181  4123712.73004341  166.891916995
302662.6210835823  4123708.744354619  165.257598828
302661.4889496098  4123705.140561877  165.611525627
302659.9557741708  4123701.0910085286  165.393573654
302658.081567744  4123696.882940233  157.313968531
302656.53142214887  4123693.9995135753  157.091074422
302655.1286998965  4123690.9682931826  160.378149645
302653.3948615488  4123687.822733541  156.631727798
302651.66493495443  4123684.843614696  153.203222043
302650.1236546801  4123682.3374541723  151.324959278
302647.9196226422  4123679.2029496687  146.546082118
302645.46118460596  4123676.196550648  144.701556931
302642.9988299619  4123673.401185468  142.714838682
302640.88950683386  4123670.897279287  146.131851858
302638.35565521615  4123668.0813919194  141.434807586
302635.1128636737  4123664.9380063177  133.020225893
302631.4053571343  4123662.0386936525  127.636571724
302628.53933715797  4123659.8190336367  128.646874479
302626.7165013163  4123658.551837234  129.718905866
302626.7167622116  4123658.562933265  128.164367357
