 -3.60  -8.50    90.0   
  3.40   5.51     0.0
  3.50   5.51     0.0
  3.30   5.51  -135.0 
   1.0   -2.0  -135.0 
 -3.60  -8.50    90.0
  3.40   3.51     0.0
  3.50   3.51     0.0
  3.30   3.51   -135.0
   1.0   2.00   -135.0 
